SK_ID_CURR,TARGET
103544,0
103562,1
103570,1
103572,0
103574,1
103575,1
103591,1
103594,0
103609,0
103613,1
103614,1
103615,0
103624,1
103625,1
103628,1
103629,1
103647,1
103648,0
103651,1
103658,1
103668,0
103669,1
103676,1
103682,1
103683,1
103689,0
103725,1
103733,1
103744,1
103762,1
103771,1
103773,1
103783,1
103784,1
103808,0
103812,0
103813,1
103814,1
103818,1
103824,0
103828,1
103830,0
103840,0
103842,1
103847,1
103848,0
103851,0
103854,0
103857,1
103861,0
103862,1
103865,1
103870,0
103876,1
103891,0
103908,1
103914,1
103918,0
103940,1
103963,1
103966,0
103971,1
103980,1
103984,1
103985,1
103998,1
104019,1
104026,0
104035,1
104044,1
104045,1
104047,0
104051,1
104058,1
104063,1
104066,1
104087,1
104089,0
104095,0
104098,0
104104,0
104110,1
104120,1
104122,1
104131,0
104132,1
104135,1
104136,0
104149,1
104150,1
104156,1
104165,0
104175,1
104179,1
104184,1
104206,0
104216,1
104230,1
104257,1
104272,1
104273,0
104278,0
104294,1
104295,1
104297,1
104298,1
104308,1
104318,1
104319,1
104320,1
104327,1
104334,1
104344,0
104350,0
104351,1
104354,0
104369,1
104376,0
104381,1
104384,0
104391,0
104394,0
104398,0
104402,1
104408,1
104409,1
104410,1
104412,1
104417,1
104424,1
104426,0
104435,1
104445,0
104458,1
104460,0
104466,0
104472,0
104473,1
104479,1
104480,1
104482,0
104499,0
104501,0
104502,1
104506,1
104510,0
104512,0
104520,0
104528,1
104529,0
104541,1
104578,0
104584,1
104588,1
104602,1
104610,1
104611,1
104618,0
104620,0
104622,1
104624,0
104625,1
104634,1
104639,0
104646,0
104647,1
104652,1
104670,0
104677,1
104685,1
104691,1
104696,1
104699,0
104712,1
104714,0
104717,0
104718,0
104740,1
104741,1
104743,0
104744,1
104747,1
104767,1
104772,1
104776,0
104779,0
104814,0
104815,1
104830,1
104831,1
104833,1
104839,1
104840,1
104860,1
104861,1
104866,1
104870,1
104877,0
104878,1
104879,1
104880,1
104899,0
104906,0
104907,1
104913,1
104916,1
104921,0
104930,0
104931,1
104936,1
104937,1
104942,1
104943,0
104969,0
104972,1
104988,1
105013,0
105015,0
105019,1
105027,1
105030,1
105035,1
105041,1
105051,1
105056,1
105067,1
105071,1
105072,1
105074,1
105091,0
105101,1
105103,1
105134,0
105139,0
105142,1
105146,1
105163,1
105168,1
105172,0
105176,1
105195,1
105196,1
105197,1
105203,0
105223,1
105227,1
105228,1
105230,1
105231,1
105239,0
105242,1
105244,1
105245,0
105248,1
105249,0
105266,1
105271,1
105276,0
105282,0
105292,1
105297,1
105332,0
105333,0
105343,0
105344,0
105345,0
105357,0
105359,1
105366,1
105367,0
105370,0
105377,1
105390,1
105399,0
105403,1
105404,1
105414,1
105417,1
105425,0
105452,1
105454,1
105456,1
105470,0
105471,1
105483,1
105493,0
105508,0
105514,1
105515,1
105528,1
105529,1
105531,0
105532,1
105558,0
105574,1
105578,0
105584,1
105595,0
105617,1
105618,0
105621,1
105625,1
105629,0
105630,1
105634,0
105635,0
105641,1
105647,0
105648,1
105655,1
105657,1
105672,0
105678,0
105682,0
105691,1
105692,1
105706,0
105712,0
105720,0
105734,1
105735,1
105736,0
105737,0
105738,0
105740,1
105744,1
105747,0
105749,1
105754,1
105758,0
105760,1
105767,1
105784,1
105791,1
105802,1
105807,0
105809,1
105816,1
105817,1
105824,0
105832,1
105856,1
105865,0
105899,1
105906,1
105916,0
105923,1
105937,1
105965,0
105966,1
105968,0
105973,0
105976,1
105978,1
105979,1
105991,1
105998,1
105999,1
106000,0
106001,0
106010,0
106011,1
106013,1
106015,1
106026,0
106032,1
106035,1
106040,1
106041,0
106044,1
106053,0
106054,1
106065,1
106081,1
106083,1
106087,1
106090,0
106101,0
106102,1
106109,1
106116,1
106150,1
106155,1
106166,1
106176,1
106189,0
106199,1
106205,1
106206,1
106211,1
106214,0
106216,0
106217,1
106225,0
106249,1
106256,1
106258,1
106261,1
106262,1
106264,0
106271,1
106276,0
106277,1
106286,1
106293,0
106295,1
106296,1
106297,1
106298,0
106311,0
106314,1
106320,0
106334,1
106346,1
106347,1
106349,1
106354,1
106360,0
106373,0
106377,1
106386,1
106387,1
106391,0
106401,1
106411,1
106413,1
106426,1
106427,1
106428,0
106434,1
106438,1
106440,0
106441,1
106452,1
106453,1
106454,1
106457,0
106484,0
106488,0
106491,1
106514,1
106527,1
106528,0
106529,1
106534,1
106550,1
106577,1
106585,1
106590,0
106607,1
106610,1
106611,1
106612,1
106624,0
106631,1
106647,1
106660,1
106674,1
106687,1
106712,1
106713,0
106717,0
106720,1
106721,0
106724,0
106735,1
106739,1
106740,1
106754,1
106760,0
106761,0
106784,1
106787,1
106797,1
106798,1
106802,0
106803,0
106804,1
106805,1
106810,1
106812,0
106813,0
106817,0
106822,1
106823,1
106827,1
106841,0
106851,1
106852,1
106853,1
106854,1
106861,1
106873,0
106877,1
106878,1
106881,1
106900,0
106906,1
106907,1
106914,1
106916,1
106924,1
106931,0
106936,0
106937,0
106938,1
106939,1
106943,0
106944,1
106967,0
106980,0
106986,1
106987,1
106990,1
107013,0
107023,1
107033,1
107037,1
107048,0
107071,1
107081,1
107113,0
107130,1
107131,0
107145,1
107156,0
107219,1
107222,1
107223,1
107232,1
107245,0
107246,0
107247,1
107256,1
107259,1
107260,0
107279,0
107280,1
107281,1
107285,0
107329,0
107337,1
107349,1
107350,0
107351,1
107359,1
107391,1
107394,0
107395,0
107406,0
107416,1
107417,1
107418,0
107419,1
107444,0
107445,1
107446,1
107460,1
107470,0
107475,1
107520,0
107526,1
107527,1
107530,0
107532,1
107534,1
107535,1
107554,1
107556,1
107559,1
107561,1
107564,1
107566,0
107571,0
107590,1
107602,1
107625,1
107626,1
107635,1
107636,1
107645,0
107652,1
107655,1
107668,0
107670,1
107677,1
107680,0
107683,1
107684,1
107691,1
107692,0
107703,0
107709,0
107710,1
107721,1
107725,0
107727,1
107739,0
107740,1
107741,1
107747,1
107765,1
107768,0
107775,1
107782,1
107790,1
107801,0
107807,1
107811,1
107817,0
107826,1
107838,0
107839,1
107843,0
107847,1
107849,0
107850,1
107867,0
107871,0
107908,1
107913,0
107927,0
107931,1
107955,1
107962,1
107977,1
107978,0
107993,1
108010,1
108016,0
108018,0
108027,1
108045,1
108069,1
108082,1
108089,0
108092,1
108106,1
108112,1
108120,0
108122,0
108135,0
108170,0
108171,1
108177,1
108180,1
108183,1
108184,1
108185,1
108192,0
108195,1
108196,0
108218,0
108219,0
108243,1
108249,0
108251,1
108274,0
108280,0
108289,0
108292,0
108295,0
108327,1
108332,1
108346,1
108349,0
108353,1
108362,1
108363,0
108377,1
108378,1
108381,1
108383,0
108390,0
108407,1
108408,0
108411,0
108412,1
108419,0
108436,1
108437,1
108438,0
108441,1
108448,1
108449,1
108466,1
108467,0
108473,1
108474,1
108476,1
108479,1
108486,0
108493,1
108501,1
108506,1
108510,1
108511,1
108514,0
108517,0
108519,1
108522,1
108548,1
108554,0
108555,1
108559,1
108562,1
108571,1
108572,1
108579,1
108583,0
108584,1
108592,0
108602,1
108609,1
108613,1
108616,0
108618,1
108620,1
108643,1
108649,1
108654,1
108655,1
108656,1
108667,1
108668,0
108682,0
108690,1
108691,1
108692,0
108695,1
108699,1
108710,1
108718,0
108739,1
108740,0
108741,1
108742,1
108763,0
108767,1
108769,0
108779,1
108788,1
108801,1
108802,1
108810,0
108811,0
108813,1
108814,1
108825,1
108826,0
108830,1
108834,0
108852,1
108887,1
108901,1
108908,0
108910,1
108920,1
108922,1
108929,1
108930,0
108937,1
108938,1
108943,1
108948,1
108953,1
108956,1
108965,1
108985,1
108986,1
108987,0
108990,0
108991,0
108993,1
109000,1
109001,1
109012,1
109014,1
109015,0
109021,1
109037,0
109042,0
109044,1
109046,0
109064,1
109084,0
109086,1
109092,1
109093,0
109100,1
109101,0
109110,1
109114,1
109126,0
109152,1
109162,1
109167,1
109168,0
109169,1
109179,1
109184,0
109191,1
109192,1
109193,0
109196,1
109206,1
109210,1
109244,1
109249,0
109273,0
109276,0
109281,0
109287,1
109297,1
109298,1
109306,0
109309,0
109321,1
109328,1
109336,0
109342,1
109346,1
109347,1
109348,1
109362,1
109363,0
109367,1
109370,1
109393,0
109405,1
109413,0
109414,1
109421,1
109427,1
109428,1
109429,1
109437,0
109443,0
109461,1
109468,0
109469,0
109471,1
109479,1
109484,1
109501,0
109505,0
109535,1
109539,0
109544,1
109545,1
109551,0
109553,1
109555,1
109561,1
109580,0
109583,1
109593,1
109604,0
109620,1
109635,1
109637,1
109638,1
109642,1
109649,0
109652,1
109656,0
109663,1
109696,1
109700,1
109709,0
109735,1
109740,1
109741,1
109749,1
109764,1
109771,1
109772,0
109773,1
109798,0
109802,0
109804,0
109813,1
109818,0
109848,1
109850,1
109851,1
109855,0
109871,1
109877,1
109883,1
109886,1
109905,0
109936,1
109950,0
109958,0
109959,1
109969,1
109971,0
109984,0
109985,1
109988,1
109992,0
110005,0
110009,1
110011,1
110014,1
110026,1
110042,0
110058,0
110069,0
110080,0
110087,1
110091,0
110094,1
110098,1
110105,1
110117,0
110136,1
110138,1
110149,0
110164,0
110202,1
110212,1
110226,0
110236,0
110249,1
110257,0
110258,0
110277,1
110282,1
110284,0
110286,0
110289,1
110304,1
110319,1
110324,1
110326,0
110335,1
110337,1
110338,1
110343,1
110345,0
110347,1
110355,0
110359,0
110360,1
110364,1
110371,0
110372,0
110376,1
110379,0
110380,0
110393,1
110401,1
110406,0
110411,0
110416,1
110420,0
110443,0
110465,1
110468,1
110469,1
110471,1
110487,1
110491,0
110504,0
110547,0
110550,0
110559,1
110578,0
110582,0
110590,1
110598,1
110601,1
110602,0
110604,0
110625,0
110626,1
110636,0
110637,1
110638,1
110646,1
110648,1
110652,1
110681,1
110682,1
110687,1
110691,0
110694,1
110695,1
110696,0
110708,1
110710,0
110717,0
110730,1
110740,1
110742,0
110747,1
110761,1
110766,0
110769,1
110774,0
110803,1
110805,1
110809,1
110827,0
110832,0
110839,1
110859,1
110861,1
110863,1
110865,0
110881,0
110889,1
110891,1
110894,0
110895,0
110907,0
110914,1
110933,0
110934,0
110937,1
110953,1
110954,1
110958,0
110970,0
110974,1
110977,1
110989,0
110993,1
110994,1
111018,1
111019,1
111030,1
111032,1
111041,1
111045,0
111048,1
111052,1
111070,1
111084,0
111091,1
111104,0
111108,1
111112,1
111127,1
111142,0
111146,1
111165,0
111168,0
111169,1
111172,1
111173,0
111174,1
111175,0
111176,0
111177,0
111180,1
111182,1
111192,1
111194,1
111196,0
111197,1
111198,1
111205,1
111207,1
111222,1
111228,1
111233,1
111256,1
111258,0
111262,0
111263,0
111267,1
111269,0
111276,0
111277,1
111279,1
111290,1
111294,1
111295,1
111315,1
111318,0
111327,0
111328,1
111332,1
111338,0
111343,1
111344,1
111345,1
111347,0
111356,1
111359,1
111367,1
111368,0
111391,0
111408,0
111412,1
111419,0
111422,0
111423,1
111439,1
111452,0
111456,1
111467,0
111478,1
111482,0
111488,0
111503,1
111510,1
111512,0
111518,1
111532,0
111537,1
111541,1
111544,1
111550,0
111554,1
111560,0
111566,1
111567,1
111592,1
111618,1
111620,0
111627,1
111641,1
111646,1
111652,0
111657,1
111664,1
111665,1
111669,0
111673,0
111687,1
111688,0
111689,1
111694,0
111695,1
111698,1
111703,0
111709,0
111712,0
111715,1
111724,0
111730,0
111747,0
111760,1
111761,0
111763,1
111776,1
111777,1
111781,1
111793,0
111804,1
111810,0
111816,1
111818,1
111830,0
111832,1
111841,1
111842,1
111843,1
111846,0
111848,1
111856,1
111857,1
111877,1
111882,0
111883,1
111891,0
111893,1
111901,0
111912,1
111913,0
111955,1
111958,1
111960,1
111967,1
112000,1
112003,0
112015,1
112019,1
112020,0
112028,0
112029,1
112031,1
112039,0
112042,0
112049,0
112052,0
112054,1
112055,1
112063,0
112070,0
112071,1
112080,1
112083,1
112085,1
112089,1
112098,1
112100,1
112105,1
112124,1
112126,0
112127,1
112128,0
112148,1
112149,1
112165,0
112170,1
112171,1
112176,1
112186,1
112199,0
112203,1
112214,1
112215,0
112216,0
112224,1
112225,0
112231,0
112234,1
112235,0
112236,0
112254,1
112265,1
112271,0
112284,0
112287,1
112295,1
112303,1
112307,0
112310,0
112312,1
112313,0
112326,0
112333,1
112334,1
112339,0
112347,0
112350,0
112356,1
112357,1
112359,1
112360,1
112371,1
112385,1
112392,1
112401,1
112405,1
112414,1
112429,1
112448,1
112467,1
112468,1
112469,1
112491,1
112500,0
112510,1
112535,1
112537,1
112551,1
112552,1
112556,1
112577,1
112590,1
112593,1
112596,1
112601,1
112604,0
112622,0
112655,1
112663,0
112667,1
112670,1
112676,0
112677,1
112679,0
112683,0
112688,1
112692,1
112696,1
112702,0
112709,0
112720,1
112735,1
112738,1
112742,1
112748,1
112749,1
112766,0
112767,1
112769,1
112771,1
112775,1
112794,0
112795,1
112796,1
112815,1
112817,0
112821,1
112822,1
112829,1
112831,1
112835,1
112838,1
112842,0
112844,1
112845,0
112846,1
112847,0
112867,0
112868,1
112874,1
112879,0
112882,1
112886,1
112895,1
112896,1
112902,0
112904,0
112917,1
112932,0
112944,1
112946,1
112947,1
112948,1
112966,1
112967,0
112971,1
112973,0
112974,0
112978,1
112988,0
112992,0
113003,0
113004,1
113007,1
113020,1
113025,0
113032,1
113042,1
113047,1
113066,0
113067,1
113071,1
113087,0
113108,0
113109,0
113123,1
113128,1
113134,1
113151,1
113175,0
113181,1
113188,1
113191,1
113193,1
113201,1
113209,1
113222,1
113248,1
113272,0
113276,0
113287,0
113302,1
113308,1
113316,1
113318,1
113320,0
113322,1
113325,1
113326,0
113332,0
113346,1
113352,1
113361,0
113362,0
113365,0
113366,1
113368,1
113382,0
113385,0
113390,0
113391,0
113393,0
113396,1
113397,1
113402,1
113403,0
113405,1
113406,1
113410,1
113413,1
113418,0
113419,1
113435,1
113438,1
113447,1
113458,1
113466,1
113475,1
113482,1
113490,0
113505,1
113508,1
113520,1
113532,1
113535,1
113549,0
113557,0
113558,1
113561,0
113566,0
113569,1
113574,0
113576,1
113577,1
113585,0
113587,0
113599,0
113601,1
113602,0
113605,0
113609,1
113611,1
113616,1
113627,1
113631,1
113643,1
113652,1
113657,0
113659,0
113672,0
113680,0
113692,1
113694,1
113695,0
113701,1
113733,1
113738,1
113740,0
113742,0
113777,1
113783,1
113788,1
113789,1
113791,1
113795,1
113799,1
113805,0
113820,1
113822,0
113824,1
113829,1
113832,1
113833,1
113841,1
113849,1
113862,1
113863,1
113864,0
113870,0
113875,1
113882,1
113887,0
113894,1
113909,1
113930,1
113936,1
113939,0
113942,1
113943,0
113945,0
113947,1
113950,1
113951,0
113957,1
113966,1
113967,0
113977,0
113984,1
113986,1
113992,0
113998,1
113999,1
114003,1
114010,1
114011,1
114032,1
114047,1
114055,1
114056,1
114064,1
114065,1
114067,1
114068,0
114075,0
114076,1
114077,1
114094,0
114095,1
114109,0
114114,1
114116,1
114127,1
114158,1
114168,0
114169,0
114171,1
114180,1
114193,0
114198,0
114201,1
114202,1
114207,1
114210,0
114221,1
114222,1
114227,0
114250,1
114253,1
114265,0
114267,1
114273,1
114280,1
114281,1
114283,1
114291,0
114310,1
114316,1
114326,1
114327,1
114339,1
114352,0
114359,1
114360,0
114382,1
114396,0
114397,0
114415,0
114425,0
114434,0
114456,1
114463,0
114469,0
114476,1
114480,1
114482,1
114492,1
114493,1
114501,1
114506,1
114510,0
114515,1
114524,1
114545,0
114546,0
114560,1
114562,1
114563,0
114566,0
114599,0
114601,0
114607,1
114612,0
114622,1
114625,1
114634,1
114635,1
114641,0
114644,0
114645,1
114651,1
114653,0
114654,1
114667,1
114668,1
114670,1
114686,1
114688,1
114690,1
114691,1
114700,1
114706,1
114740,1
114741,1
114755,0
114757,0
114767,1
114772,1
114780,1
114782,1
114791,1
114815,1
114823,1
114835,1
114838,1
114840,0
114842,1
114844,1
114850,1
114853,1
114856,1
114857,1
114858,0
114864,1
114871,1
114875,1
114879,0
114893,1
114912,1
114922,1
114930,1
114945,1
114951,0
114958,0
114962,1
114976,1
114978,0
114987,1
115002,1
115005,1
115023,0
115030,1
115033,1
115034,1
115038,1
115046,0
115049,1
115055,0
115059,0
115076,1
115078,0
115081,1
115085,0
115096,0
115101,1
115114,1
115119,0
115121,1
115122,0
115144,0
115147,0
115151,1
115172,1
115175,0
115183,1
115185,1
115197,0
115200,0
115207,1
115217,0
115230,0
115237,1
115246,0
115251,1
115269,0
115290,1
115299,0
115309,1
115310,1
115311,1
115312,0
115323,0
115324,0
115341,1
115342,1
115343,1
115350,1
115354,1
115360,1
115368,0
115373,1
115396,1
115400,1
115401,1
115404,0
115405,1
115406,1
115407,0
115412,1
115413,1
115415,1
115423,1
115427,1
115428,0
115439,1
115440,0
115447,1
115450,0
115457,0
115459,1
115463,1
115473,1
115477,0
115479,1
115480,1
115481,1
115485,0
115489,0
115495,1
115500,1
115521,1
115572,1
115580,0
115582,1
115586,0
115587,1
115588,1
115591,0
115592,1
115618,1
115619,0
115621,0
115632,1
115646,1
115658,1
115671,1
115680,1
115686,1
115688,0
115705,0
115707,1
115708,0
115726,1
115759,0
115773,1
115777,1
115778,1
115781,1
115801,1
115804,0
115810,0
115812,1
115820,1
115827,1
115831,0
115841,1
115846,1
115852,1
115857,0
115858,0
115860,1
115865,0
115867,1
115869,1
115877,0
115904,1
115913,1
115916,1
115928,1
115932,1
115933,1
115937,0
115938,1
115957,1
115958,1
115969,0
115980,1
115984,0
116006,1
116007,1
116008,1
116009,1
116011,0
116012,0
116015,1
116025,1
116047,1
116052,0
116068,1
116077,1
116084,1
116089,1
116093,0
116097,1
116102,1
116118,0
116119,1
116125,1
116128,0
116135,0
116140,1
116141,0
116142,1
116153,1
116156,0
116157,1
116167,1
116168,0
116175,0
116187,0
116189,1
116191,0
116201,1
116210,1
116213,0
116215,1
116223,1
116226,0
116228,1
116241,1
116247,1
116266,0
116276,1
116287,0
116289,1
116292,0
116306,0
116309,1
116312,1
116313,0
116335,1
116342,0
116348,0
116367,0
116380,0
116383,1
116389,1
116395,1
116397,1
116398,1
116402,1
116404,1
116406,1
116424,1
116428,1
116436,1
116440,1
116448,1
116458,0
116466,1
116469,0
116473,1
116474,1
116479,0
116480,1
116491,1
116493,0
116505,1
116511,1
116525,1
116535,0
116544,1
116546,1
116562,1
116565,1
116578,1
116579,0
116580,1
116582,0
116584,0
116586,0
116596,1
116597,1
116598,1
116604,1
116608,1
116609,1
116613,1
116614,1
116615,1
116633,1
116637,0
116643,1
116647,0
116656,1
116659,1
116662,1
116676,0
116680,0
116681,0
116683,1
116684,0
116712,1
116720,0
116726,1
116729,0
116737,1
116745,1
116747,1
116766,0
116781,1
116783,0
116787,1
116788,1
116789,1
116801,0
116803,0
116804,1
116806,1
116815,1
116817,1
116825,1
116828,0
116829,1
116853,1
116854,1
116859,1
116860,1
116865,0
116872,1
116880,1
116882,1
116893,0
116896,1
116906,1
116908,1
116925,1
116926,1
116948,1
116949,1
116955,1
116964,1
116974,1
116976,1
116990,1
116993,1
116994,1
116997,1
117003,0
117007,1
117011,1
117012,1
117019,0
117021,1
117030,1
117036,1
117043,1
117054,1
117070,1
117077,0
117087,1
117093,0
117105,1
117112,1
117129,1
117135,1
117138,1
117142,1
117148,1
117157,0
117170,1
117171,1
117172,1
117178,1
117186,1
117187,1
117193,1
117194,1
117199,0
117207,0
117211,0
117216,1
117217,1
117218,1
117219,1
117224,1
117225,1
117239,1
117242,0
117249,0
117255,0
117257,0
117272,1
117284,1
117287,1
117293,1
117298,1
117299,1
117307,1
117321,1
117323,1
117326,0
117327,1
117341,0
117350,0
117362,1
117375,1
117391,0
117392,1
117396,1
117399,0
117400,1
117402,1
117406,1
117417,1
117418,1
117425,1
117428,1
117443,1
117448,1
117449,1
117450,1
117463,1
117467,1
117478,1
117480,0
117483,1
117484,1
117495,1
117498,1
117501,0
117503,1
117520,0
117524,1
117525,1
117526,1
117527,1
117531,0
117545,1
117547,1
117557,1
117563,0
117564,0
117598,1
117599,1
117610,0
117614,0
117616,1
117623,1
117625,1
117633,0
117634,0
117639,1
117652,1
117653,0
117660,1
117661,0
117662,0
117676,1
117677,1
117681,1
117684,1
117707,1
117736,1
117737,0
117741,1
117746,1
117753,1
117755,0
117775,1
117784,1
117786,0
117791,0
117801,0
117805,1
117816,1
117824,1
117835,1
117837,1
117847,1
117853,1
117854,0
117886,1
117900,1
117920,1
117924,1
117925,1
117934,1
117957,1
117959,0
117967,1
117969,1
117981,1
117982,1
117996,0
118000,1
118018,0
118025,1
118026,1
118044,0
118045,1
118048,0
118055,1
118058,1
118060,1
118066,0
118071,1
118072,1
118082,0
118089,0
118106,1
118115,1
118127,1
118144,1
118150,1
118151,0
118157,1
118162,1
118163,0
118166,0
118181,1
118191,0
118202,0
118205,1
118214,1
118251,0
118264,1
118271,1
118272,1
118276,1
118287,1
118291,0
118292,0
118294,0
118305,1
118312,1
118319,0
118321,1
118326,1
118342,1
118343,1
118353,1
118354,1
118358,1
118359,1
118365,1
118367,1
118368,1
118371,1
118378,1
118379,0
118383,0
118386,0
118387,0
118400,1
118403,1
118428,0
118440,0
118459,0
118490,1
118491,1
118492,0
118498,1
118499,0
118509,1
118518,1
118531,1
118532,1
118546,0
118548,1
118558,0
118560,1
118561,0
118562,1
118564,1
118569,0
118578,0
118585,1
118591,0
118592,1
118594,1
118611,1
118614,0
118622,1
118641,0
118642,0
118650,0
118666,0
118696,0
118697,1
118710,0
118717,1
118720,0
118735,0
118747,1
118750,0
118789,0
118791,1
118803,1
118804,0
118806,0
118809,1
118823,1
118842,1
118871,1
118874,1
118876,0
118886,1
118888,1
118889,1
118894,1
118898,0
118905,1
118911,0
118915,1
118916,0
118925,1
118926,1
118929,1
118935,1
118947,1
118951,1
118953,1
118960,1
118973,1
119001,1
119003,1
119009,1
119011,1
119012,1
119014,1
119025,0
119047,0
119049,1
119057,1
119062,0
119064,0
119069,1
119079,0
119088,1
119091,1
119095,1
119104,1
119108,1
119109,0
119115,1
119125,1
119146,1
119148,1
119160,1
119164,1
119169,1
119179,0
119187,0
119191,0
119205,1
119207,1
119208,0
119217,1
119230,1
119232,1
119236,1
119238,1
119240,0
119250,1
119251,0
119252,0
119266,0
119267,1
119270,1
119272,1
119276,1
119281,0
119295,1
119313,1
119318,1
119321,1
119340,1
119341,1
119344,1
119348,1
119353,1
119361,1
119362,1
119376,0
119383,0
119391,0
119394,1
119395,1
119415,1
119430,1
119441,0
119454,1
119468,1
119474,1
119492,0
119496,1
119500,1
119501,1
119510,1
119518,1
119524,1
119533,0
119540,1
119553,1
119573,1
119593,1
119594,0
119595,1
119596,1
119607,0
119609,0
119616,1
